id	text	classification
383	The Pianist ( is ) a supremely hopeful cautionary tale of war 's madness remembered that we , today , can prevent its tragic waste of life .	pos
384	Here is a divine monument to a single man 's struggle to regain his life , his dignity and his music .	pos
385	Strange it is , but delightfully so .	pos
386	Elegant , mannered and teasing .	pos
388	The ingenuity that Parker displays in freshening the play is almost in a class with that of Wilde himself .	pos
390	The unexpected thing is that its dying , in this shower of black-and-white psychedelia , is quite beautiful .	pos
391	A droll , bitchy frolic which pokes fun at the price of popularity and small-town pretension in the Lone Star State .	neg
392	With each of her three protagonists , Miller eloquently captures the moment when a woman 's life , out of a deep-seated , emotional need , is about to turn onto a different path .	pos
393	Ryan Gosling ... is at 22 a powerful young actor .	pos
395	As an introduction to the man 's theories and influence , Derrida is all but useless ; as a portrait of the artist as an endlessly inquisitive old man , however , it 's invaluable .	pos
396	The film is a verbal duel between two gifted performers .	pos
397	Imperfect ?	neg
398	Yes , but also intriguing and honorable , a worthwhile addition to a distinguished film legacy .	pos
401	What a great way to spend 4 units of your day .	pos
402	The movie is hardly a masterpiece , but it does mark Ms. Bullock 's best work in some time .	pos
403	As simple and innocent a movie as you can imagine .	pos
404	This is a movie you can trust .	pos
405	Passionate , irrational , long-suffering but cruel as a tarantula , Helga figures prominently in this movie , and helps keep the proceedings as funny for grown-ups as for rugrats .	pos
407	Vividly conveys the passion , creativity , and fearlessness of one of Mexico 's most colorful and controversial artists -- a captivating drama that will speak to the nonconformist in us all .	pos
408	Hollywood Ending is not show-stoppingly hilarious , but scathingly witty nonetheless .	pos
410	A compelling yarn , but not quite a ripping one .	pos
411	On the Granger Movie Gauge of 1 to 10 , The Powerpuff Girls is a fast , frenetic , funny , even punny 6 -- aimed specifically at a grade-school audience .	pos
412	The film has several strong performances .	pos
413	I 've never bought from telemarketers , but I bought this movie .	pos
414	Perfectly pitched between comedy and tragedy , hope and despair , About Schmidt instead comes far closer than many movies to expressing the way many of us live -- someplace between consuming self-absorption and insistently demanding otherness .	pos
416	( Shyamalan ) turns the goose-pimple genre on its empty head and fills it with spirit , purpose and emotionally bruised characters who add up to more than body count .	pos
417	A sexy , peculiar and always entertaining costume drama set in Renaissance Spain , and the fact that it 's based on true events somehow makes it all the more compelling .	pos
418	An entertaining documentary that freshly considers arguments the Bard 's immortal plays were written by somebody else .	pos
419	A highly spirited , imaginative kid 's movie that broaches neo-Augustinian theology : Is God stuck in Heaven because He 's afraid of His best-known creation ?	pos
420	Call it magic realism or surrealism , but Miss Wonton floats beyond reality with a certain degree of wit and dignity .	pos
421	Raimi and his team could n't have done any better in bringing the story of Spider-Man to the big screen .	pos
422	The director explores all three sides of his story with a sensitivity and an inquisitiveness reminiscent of Truffaut .	pos
423	Well-acted , well-directed and , for all its moodiness , not too pretentious .	pos
424	It 's a satisfying summer blockbuster and worth a look .	pos
425	Boomers and their kids will have a Barrie good time .	pos
426	Real Women Have Curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by Ferrera and Ontiveros .	pos
427	Ultimately , `` MIB II '' succeeds due to its rapid-fire delivery and enough inspired levity that it ca n't be dismissed as mindless .	pos
428	Stage director Sam Mendes showcases Tom Hanks as a depression era hit-man in this dark tale of revenge .	pos
429	Sitting in the third row of the IMAX cinema at Sydney 's Darling Harbour , but I sometimes felt as though I was in the tiny two seater plane that carried the giant camera around Australia , sweeping and gliding , banking and hovering over some of the most not	pos
431	What 's so fun about this silly , outrageous , ingenious thriller is the director 's talent .	pos
432	Watching a Brian DePalma movie is like watching an Alfred Hitchcock movie after drinking twelve beers .	neg
433	Strip it of all its excess debris , and you 'd have a 90-minute , four-star movie .	pos
434	As it is , it 's too long and unfocused .	neg
435	An immensely entertaining look at some of the unsung heroes of 20th century pop music .	pos
436	This familiar rise-and-fall tale is long on glamour and short on larger moralistic consequences , though it 's told with sharp ears and eyes for the tenor of the times .	pos
437	This beautifully animated epic is never dull .	pos
438	Brian Tufano 's handsome widescreen photography and Paul Grabowsky 's excellent music turn this fairly parochial melodrama into something really rather special .	pos
439	It makes compelling , provocative and prescient viewing .	pos
440	A thoroughly entertaining comedy that uses Grant 's own twist of acidity to prevent itself from succumbing to its own bathos .	pos
441	Using a stock plot , About a Boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater .	pos
443	But it 's defiantly and delightfully against the grain .	pos
444	The hard-to-predict and absolutely essential chemistry between the down-to-earth Bullock and the nonchalant Grant proves to be sensational , and everything meshes in this elegant entertainment .	pos
445	A positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a Shakespearean tragedy or a juicy soap opera .	pos
446	Mr. Clooney , Mr. Kaufman and all their collaborators are entitled to take a deep bow for fashioning an engrossing entertainment out of an almost sure-fire prescription for a critical and commercial disaster .	pos
